PrimaryKey,Structure,CityName
Hanson2016_1250,Basilica,Madaurouch
Hanson2016_1250,Baths (Large),Madaurouch
Hanson2016_1250,Baths (Small),Madaurouch
Hanson2016_1250,Baths (Summer),Madaurouch
Hanson2016_1250,Capitolium,Madaurouch
Hanson2016_1250,Forum,Madaurouch
Hanson2016_1250,Sanctuary,Madaurouch
Hanson2016_1250,Sanctuary,Madaurouch
Hanson2016_1250,Sanctuary,Madaurouch
Hanson2016_1250,Sanctuary,Madaurouch
Hanson2016_1250,Sanctuary,Madaurouch
Hanson2016_1250,Sanctuary,Madaurouch
Hanson2016_1250,Sanctuary,Madaurouch
Hanson2016_1250,Sanctuary,Madaurouch
Hanson2016_1250,Sanctuary,Madaurouch
Hanson2016_1250,Sanctuary,Madaurouch
Hanson2016_1250,Theatre,Madaurouch
Hanson2016_1251,Aqueduct,Khenchela
Hanson2016_1251,Walls,Khenchela
Hanson2016_1252,Arch,Henchir Mest
Hanson2016_1252,Arch,Henchir Mest
Hanson2016_1252,Forum,Henchir Mest
Hanson2016_1252,Markets,Henchir Mest
Hanson2016_1252,Temple of Apollo,Henchir Mest
Hanson2016_1252,Temple of Ceres,Henchir Mest
Hanson2016_1252,Temple of Fortuna,Henchir Mest
Hanson2016_1252,Temple of Juno,Henchir Mest
Hanson2016_1252,Temple of Liber Pater and Venus,Henchir Mest
Hanson2016_1252,Temple of Nutrix, Frugifer, and Ianus,Henchir Mest
Hanson2016_1252,Temple of Pluto,Henchir Mest
Hanson2016_1252,Temple of Virtus,Henchir Mest
Hanson2016_1252,Walls,Henchir Mest
Hanson2016_1253,Amphitheatre,Ras Skikda
Hanson2016_1253,Aqueduct,Ras Skikda
Hanson2016_1253,Basilica,Ras Skikda
Hanson2016_1253,Baths,Ras Skikda
Hanson2016_1253,Forum,Ras Skikda
Hanson2016_1253,Fountain,Ras Skikda
Hanson2016_1253,Harbour,Ras Skikda
Hanson2016_1253,Mithraeum,Ras Skikda
Hanson2016_1253,Mithraeum,Ras Skikda
Hanson2016_1253,Temple ('capitolium'),Ras Skikda
Hanson2016_1253,Temple of Asclepius,Ras Skikda
Hanson2016_1253,Temple of Bellona,Ras Skikda
Hanson2016_1253,Temple of Jupiter,Ras Skikda
